,Blunder scores,Eval swings (first 10 moves),Eval swings std (middlegame),Eval swings mean (middlegame),Opening depth,Mean eval swings,Eval swing std,Mean time usage per move (%),Time usage std per move (%),Moves per game,"Mean time usage per move (%, middlegame)","Time usage std per move (%, middlegame)",Moves before time pressure,Type 1,Type 2,Type 3,Type 4
0,0.3645833333333333,0.57,2.3203456142478074,0.9755263157894737,1,0.971063829787234,2.148181469585838,1.7943262411347516,1.4053182896684766,36.0,6.3852631578947365,4.8248404185020854,38,I,H,N,V
0,0.2692307692307692,0.0,,,6,,,,,19.5,,,0,U,H,T,V
0,0.6710526315789473,0.32,0.6041449962306964,0.435,2,0.7969444444444445,0.9276939749244418,2.7161164787976384,4.047167727315838,28.5,14.742222222222223,19.6403532840981,18,U,G,N,L
0,0.5740740740740741,0.17,0.9463498848603318,0.7738888888888888,6,0.7236,1.0125128805765058,3.4028346456692917,4.677268768992218,20.25,16.48888888888889,19.859499694216247,18,U,H,T,V
0,0.09090909090909091,0.69,0.9948882577971484,0.5221428571428571,8,0.7204761904761905,1.0271674344738886,2.295028659611993,2.728314080868441,33.0,11.834285714285713,12.50674112408878,28,U,H,N,V
0,0.034482758620689655,0.14,0.1765427238187214,0.1244,6,0.13,0.17580583695569468,2.26442721791559,2.359806354958162,21.75,9.393999999999998,9.206434344160249,25,U,G,T,L
0,0.43548387096774194,0.0,,,6,,,,,23.25,,,0,U,H,T,V
0,0.425,0.39,0.764413822522521,0.5152777777777778,7,0.4905263157894737,0.7510459278734216,2.048872180451128,2.2387147433111907,30.0,9.01,9.498941294390953,36,U,H,N,V
0,0.45161290322580644,0.35,0.4493606569338264,0.33,6,0.516896551724138,1.0685407387389718,3.314907431780293,4.845334364639694,23.25,24.91111111111111,27.581890999550975,9,U,G,N,L
0,0.3269230769230769,0.6,0.6753239597355372,0.49521739130434783,1,0.4596,0.6582203278538273,3.409182389937107,3.6321898572566025,19.5,11.187826086956521,11.883350826996162,23,U,H,N,V
0,0.41964285714285715,0.23,1.3715486380973394,0.7595999999999999,4,3.5638181818181818,12.05475770389697,1.7196581196581195,2.8702019467081623,42.0,11.9664,18.4389865231254,25,U,H,N,V
0,0.41025641025641024,0.13,0.3845321833084976,0.29375,14,0.5578378378378378,0.9899751263293188,2.609467958524562,3.449276211412153,29.25,12.5,11.074747250690043,16,U,G,T,L
0,0.2413793103448276,0.0,,,7,,,,,21.75,,,0,U,H,T,L
0,0.22535211267605634,0.23,0.5220433033056892,0.3465,2,0.26115942028985506,0.6190446535064763,1.3843345502821107,2.15554520222488,53.25,5.247999999999999,4.151197164040373,20,I,G,N,L
0,0.06060606060606061,0.18,0.25745190129708007,0.1874074074074074,11,0.1867741935483871,0.2451174833527003,2.1760319112036073,2.728672670265455,24.75,4.418888888888889,5.319731292616294,27,I,G,T,L
0,0.5094339622641509,0.17,3.683866652066017,1.4313999999999998,5,1.4056862745098038,3.651462312499999,1.5762623633524206,1.3679728880390767,39.75,3.6255999999999995,3.0894977862799267,50,I,H,T,V
0,0.45454545454545453,0.39,0.7898526905235385,0.5454545454545454,8,0.9106451612903226,1.785594085048206,3.127269522298608,4.754396792247078,24.75,23.469090909090912,23.50018955436124,11,U,H,N,V
0,0.4,0.22,1.3577737599958741,0.738125,7,0.7484848484848484,1.3324205445638244,2.792874692874693,2.961689106580027,26.25,16.665,12.542704652506174,16,U,H,T,V
0,0.023809523809523808,0.12,0.10828499907947096,0.13615384615384615,7,0.23322580645161292,0.5064009109409247,1.5807587460245345,2.5007075745193923,47.25,19.04615384615385,17.486953965009427,13,U,G,T,L
0,0.10638297872340426,0.23,0.20230939402086823,0.2790909090909091,8,0.7835555555555556,3.823772622778069,2.1516638465877045,3.671492769626865,35.25,22.523636363636367,21.39976414483453,11,U,G,T,L
0,0.08333333333333333,0.17,0.48970543002875055,0.2535294117647059,6,0.2376595744680851,0.4565571194606976,1.920373952288846,1.876065626648701,36.0,8.748235294117649,7.843484256138488,34,U,G,T,L
0,0.058823529411764705,0.13,0.318488897554707,0.2252173913043478,8,3.8019696969696968,15.872788831562511,1.408534890186266,2.413122400067106,51.0,11.46086956521739,14.679949811978696,23,U,G,T,L
0,0.3220338983050847,0.28,0.31648591332527476,0.2333333333333333,10,0.6564912280701755,1.5673231174157942,1.6814662354209546,2.81173760586321,44.25,9.817142857142859,13.850519536413481,21,U,G,T,L
0,0.2537313432835821,0.23,0.4001874560752748,0.28,8,0.5047692307692307,1.4248016393654455,1.4551624845742492,2.2018795095439088,50.25,11.158095238095237,12.402570547691967,21,U,G,T,L
0,0.2857142857142857,0.17,0.25561255403007455,0.276,7,0.2525,0.23924597460278485,6.341463414634146,6.7168124684725745,10.5,24.119999999999997,22.782207482546063,10,U,G,T,L
0,0.3382352941176471,0.0,,,7,,,,,25.5,,,0,U,H,T,V
0,0.12745098039215685,0.0,,,7,,,,,38.25,,,0,U,H,T,L
0,0.02631578947368421,0.09,0.14510423183090868,0.13466666666666666,7,0.13176470588235292,0.1371238169555916,2.0661329620605637,2.6465619386850836,14.25,7.733333333333334,9.290224252765197,15,U,G,T,L
